Gyro_X,Gyro_Y,Time,Gesture,Type
0.41,-12.89,450,544,D
-0.13,-2.76,0,545,D
3.36,-9.17,50,545,D
1.87,-10.51,100,545,D
10.03,15.77,150,545,D
8.89,8.06,200,545,D
5.15,46.17,250,545,D
15.66,183.47,300,545,D
109.39,218.35,350,545,D
72.53,198.48,400,545,D
-6.95,-10.71,450,545,D
-17.89,38.83,0,546,D
11.15,73.41,50,546,D
20.73,72.38,100,546,D
53.35,109.33,150,546,D
59.09,100.15,200,546,D
63.69,126.59,250,546,D
39.46,128.80,300,546,D
17.31,77.98,350,546,D
-8.45,20.61,400,546,D
-25.15,-0.71,450,546,D
38.87,128.07,0,547,D
88.98,193.96,50,547,D
43.69,110.32,100,547,D
27.41,80.82,150,547,D
-5.99,46.09,200,547,D
-16.89,31.65,250,547,D
1.07,15.01,300,547,D
-10.95,-1.31,350,547,D
-9.99,-31.73,400,547,D
-6.29,-71.70,450,547,D
-217.78,-43.77,0,548,L
-217.78,-78.91,50,548,L
-156.22,-55.58,100,548,L
-82.97,-45.12,150,548,L
-39.75,-6.41,200,548,L
-14.39,3.57,250,548,L
12.39,-2.85,300,548,L
37.21,12.23,350,548,L
97.01,14.09,400,548,L
170.39,51.86,450,548,L
-14.57,5.23,0,549,L
5.72,2.77,50,549,L
125.19,2.32,100,549,L
219.12,-31.51,150,549,L
219.12,-19.43,200,549,L
-53.38,38.53,250,549,L
-217.78,-56.63,300,549,L
-217.78,8.70,350,549,L
-208.82,18.07,400,549,L
-14.96,-4.79,450,549,L
-50.08,16.08,0,550,L
-45.82,3.38,50,550,L
-70.69,6.90,100,550,L
-73.33,-11.70,150,550,L
-154.42,-20.13,200,550,L
-142.89,-16.77,250,550,L
-147.37,10.55,300,550,L
-178.70,21.75,350,550,L
-74.43,-0.36,400,550,L
-36.85,-6.10,450,550,L
-95.24,-44.02,0,551,L
-71.78,-22.27,50,551,L
-101.06,-11.89,100,551,L
-149.77,6.99,150,551,L
-115.41,-13.65,200,551,L
-167.07,5.62,250,551,L
-40.03,-6.08,300,551,L
-102.19,-0.11,350,551,L
-18.27,-5.16,400,551,L
-40.97,-10.55,450,551,L
-3.29,-0.27,0,552,L
-5.57,-3.88,50,552,L
-6.65,1.56,100,552,L
-8.81,-0.51,150,552,L
-22.97,0.05,200,552,L
-94.83,-3.60,250,552,L
-217.78,29.41,300,552,L
-217.78,-34.19,350,552,L
-115.53,-43.38,400,552,L
-65.17,-25.25,450,552,L
-22.95,5.30,0,553,L
-90.60,-10.32,50,553,L
-109.87,10.10,100,553,L
-64.57,-3.43,150,553,L
-98.85,11.41,200,553,L
-49.73,-2.85,250,553,L
-143.81,-2.68,300,553,L
-47.42,-14.75,350,553,L
-71.03,-3.63,400,553,L
-33.05,6.02,450,553,L
-105.05,3.03,0,554,L
-217.78,1.63,50,554,L
-129.47,-6.77,100,554,L
-140.73,-3.29,150,554,L
-103.18,-23.67,200,554,L
-72.29,-2.77,250,554,L
-54.29,-11.45,300,554,L
-20.44,6.09,350,554,L
-29.31,-11.21,400,554,L
3.27,2.83,450,554,L
-33.67,-3.49,0,555,L
-99.67,-41.09,50,555,L
-40.06,-10.99,100,555,L
-68.21,-1.65,150,555,L
-42.01,0.63,200,555,L
-110.72,11.77,250,555,L
-150.24,6.19,300,555,L
-104.55,-4.27,350,555,L
-92.09,-18.81,400,555,L
-55.85,-11.15,450,555,L
-47.61,-10.53,0,556,L
-74.45,-8.19,50,556,L
-93.53,-1.83,100,556,L
-107.59,-0.60,150,556,L
-100.59,1.07,200,556,L
-94.13,-6.43,250,556,L
-62.39,-0.78,300,556,L
-81.35,-15.23,350,556,L
-42.57,-0.03,400,556,L
-4.73,-4.80,450,556,L
-4.02,1.51,0,557,L
-20.19,5.17,50,557,L
-23.37,1.23,100,557,L
-25.25,-5.99,150,557,L
-34.51,-2.27,200,557,L
-87.01,-2.40,250,557,L
-158.17,9.69,300,557,L
-217.78,14.36,350,557,L
-178.51,31.81,400,557,L
-122.39,21.95,450,557,L
-0.50,2.65,0,558,F
-3.55,3.16,50,558,F
1.01,2.74,100,558,F
-0.84,4.93,150,558,F
-3.51,3.78,200,558,F
-3.27,5.07,250,558,F
-0.93,1.61,300,558,F
-0.51,0.87,350,558,F
-1.16,-0.33,400,558,F
-0.12,1.11,450,558,F
-1.52,-0.01,0,559,F
-4.14,1.60,50,559,F
-1.48,14.03,100,559,F
-5.00,16.98,150,559,F
-1.67,9.14,200,559,F
-8.27,9.93,250,559,F
-3.36,2.67,300,559,F
-0.53,1.42,350,559,F
0.56,0.97,400,559,F
1.49,1.99,450,559,F
3.21,-1.31,0,560,F
1.45,0.37,50,560,F
-0.27,-0.77,100,560,F
-1.59,-6.90,150,560,F
4.63,-5.25,200,560,F
-1.52,-0.59,250,560,F
1.81,-0.54,300,560,F
1.30,0.56,350,560,F
-2.10,0.39,400,560,F
-1.54,-0.19,450,560,F
-1.55,2.55,0,561,F
0.71,0.79,50,561,F
2.35,2.39,100,561,F
-0.66,-0.37,150,561,F
0.77,1.86,200,561,F
0.50,0.43,250,561,F
-0.74,2.29,300,561,F
-0.55,1.45,350,561,F
1.51,1.77,400,561,F
-1.82,1.19,450,561,F
0.02,0.60,0,562,F
0.24,1.80,50,562,F
0.67,0.82,100,562,F
0.26,1.26,150,562,F
0.27,0.79,200,562,F
0.01,1.21,250,562,F
1.30,0.39,300,562,F
-0.77,2.06,350,562,F
1.70,2.01,400,562,F
0.47,1.86,450,562,F
4.33,3.97,0,563,F
1.36,1.28,50,563,F
0.89,2.24,100,563,F
-0.31,0.11,150,563,F
-1.01,1.99,200,563,F
2.35,0.74,250,563,F
0.05,0.68,300,563,F
0.37,1.30,350,563,F
-0.45,0.63,400,563,F
0.87,2.47,450,563,F
-0.86,3.95,0,564,F
1.21,-3.66,50,564,F
-1.30,2.25,100,564,F
0.49,1.47,150,564,F
-0.23,-1.43,200,564,F
-1.65,5.85,250,564,F
0.14,-3.27,300,564,F
-0.45,4.71,350,564,F
0.59,-2.15,400,564,F
-1.02,0.18,450,564,F
-4.82,-5.67,0,565,F
4.87,10.06,50,565,F
-4.73,-6.83,100,565,F
4.52,7.31,150,565,F
-0.25,-2.81,200,565,F
2.48,3.23,250,565,F
0.67,0.85,300,565,F
-2.39,-2.81,350,565,F
1.65,4.87,400,565,F
-3.19,-2.47,450,565,F
-4.24,-1.83,0,566,F
5.63,0.55,50,566,F
-7.12,6.16,100,566,F
5.99,-3.59,150,566,F
-2.29,-0.02,200,566,F
2.79,1.77,250,566,F
-1.17,-1.57,300,566,F
2.81,1.16,350,566,F
-2.10,1.31,400,566,F
1.03,1.71,450,566,F
3.02,-5.20,0,567,F
-0.95,10.20,50,567,F
5.68,-10.97,100,567,F
-3.03,6.26,150,567,F
2.52,-2.27,200,567,F
0.45,1.55,250,567,F
1.03,5.70,300,567,F
1.05,-11.79,350,567,F
1.83,10.91,400,567,F
0.27,-10.87,450,567,F
3.17,-2.26,0,568,F
1.79,-0.83,50,568,F
0.33,0.29,100,568,F
-0.01,4.79,150,568,F
0.12,-2.15,200,568,F
2.51,-0.42,250,568,F
0.43,-2.25,300,568,F
1.03,-0.67,350,568,F
-0.83,0.95,400,568,F
-2.81,-0.93,450,568,F
-0.47,-65.47,0,569,U
22.35,-44.47,50,569,U
27.25,-67.42,100,569,U
4.71,-71.01,150,569,U
8.17,-77.15,200,569,U
5.35,-65.83,250,569,U
-12.39,-60.45,300,569,U
2.64,-65.07,350,569,U
-11.51,-65.81,400,569,U
-3.73,-40.68,450,569,U
-0.21,11.00,0,570,U
2.28,-1.61,50,570,U
0.87,3.55,100,570,U
2.05,-3.16,150,570,U
1.87,-2.24,200,570,U
1.00,-9.81,250,570,U
31.67,-52.47,300,570,U
27.74,-90.77,350,570,U
24.85,-138.83,400,570,U
-40.36,-161.65,450,570,U
-0.11,2.75,0,571,U
0.79,0.11,50,571,U
-0.66,3.06,100,571,U
0.99,0.63,150,571,U
0.67,0.11,200,571,U
0.99,-2.75,250,571,U
3.53,-20.79,300,571,U
44.15,-99.96,350,571,U
-3.79,-178.86,400,571,U
-34.37,-150.58,450,571,U
-7.07,5.12,0,572,U
-0.09,6.14,50,572,U
-2.02,4.26,100,572,U
-4.38,3.35,150,572,U
1.55,-3.44,200,572,U
1.49,-38.68,250,572,U
-13.67,-130.23,300,572,U
16.93,-218.55,350,572,U
1.09,-174.12,400,572,U
0.27,-132.15,450,572,U
8.97,-38.81,0,573,U
8.73,-82.91,50,573,U
8.09,-115.00,100,573,U
10.91,-138.74,150,573,U
-32.63,-118.04,200,573,U
2.33,-128.75,250,573,U
-14.76,-96.50,300,573,U
0.94,-92.07,350,573,U
-10.49,-59.82,400,573,U
3.49,21.99,450,573,U
7.15,1.05,0,574,U
8.71,-20.61,50,574,U
-9.11,-35.12,100,574,U
-24.05,-66.47,150,574,U
-21.34,-58.48,200,574,U
-20.85,-66.33,250,574,U
-4.20,-113.75,300,574,U
-11.01,-163.42,350,574,U
-7.43,-145.41,400,574,U
3.35,-120.36,450,574,U
-0.67,-0.80,0,575,U
0.77,1.15,50,575,U
-0.49,-1.10,100,575,U
-3.57,-19.33,150,575,U
-14.34,-61.95,200,575,U
4.53,-122.83,250,575,U
-22.19,-178.53,300,575,U
5.61,-165.36,350,575,U
2.43,-130.82,400,575,U
-10.15,-97.18,450,575,U
2.39,7.03,0,576,U
-3.64,-1.64,50,576,U
2.00,-8.63,100,576,U
30.65,-53.98,150,576,U
57.87,-104.05,200,576,U
47.93,-167.89,250,576,U
-18.44,-187.56,300,576,U
-23.73,-161.29,350,576,U
-12.35,-120.27,400,576,U
-10.67,-59.95,450,576,U
1.71,2.95,0,577,U
-7.73,0.89,50,577,U
18.77,47.72,100,577,U
-13.01,144.89,150,577,U
-32.70,218.35,200,577,U
-34.57,218.35,250,577,U
-4.35,-51.43,300,577,U
-9.53,-218.55,350,577,U
2.97,-218.55,400,577,U
37.85,-89.49,450,577,U
7.70,1.25,0,578,U
21.31,26.55,50,578,U
-2.09,6.63,100,578,U
-2.65,6.90,150,578,U
1.58,-1.52,200,578,U
-2.67,-6.17,250,578,U
-11.17,-49.41,300,578,U
-3.03,-179.07,350,578,U
-10.84,-215.59,400,578,U
-14.06,-200.58,450,578,U
1.51,1.25,0,579,R
-1.71,-3.19,50,579,R
1.49,1.35,100,579,R
3.85,-11.17,150,579,R
-1.51,1.81,200,579,R
-4.81,-14.45,250,579,R
-17.03,-134.05,300,579,R
-7.08,-211.36,350,579,R
-9.19,-201.90,400,579,R
-13.45,-157.66,450,579,R
0.73,0.86,0,580,R
0.89,0.79,50,580,R
-0.35,1.25,100,580,R
1.33,-0.30,150,580,R
-0.58,-3.26,200,580,R
14.02,-26.29,250,580,R
28.79,-124.39,300,580,R
-15.41,-218.55,350,580,R
19.48,-171.37,400,580,R
7.95,-108.72,450,580,R
42.90,-76.11,0,581,R
37.92,-98.84,50,581,R
44.18,-106.69,100,581,R
22.25,-100.47,150,581,R
5.31,-75.67,200,581,R
14.76,-75.34,250,581,R
9.11,-62.19,300,581,R
16.15,-61.56,350,581,R
6.34,-43.38,400,581,R
-8.95,-6.73,450,581,R
80.16,21.09,0,582,R
142.89,55.86,50,582,R
165.37,69.95,100,582,R
149.93,62.60,150,582,R
90.51,15.91,200,582,R
95.73,17.02,250,582,R
88.83,0.73,300,582,R
49.07,2.46,350,582,R
31.57,-21.09,400,582,R
-71.63,-24.74,450,582,R
-5.00,4.92,0,583,R
-148.32,-1.39,50,583,R
-217.78,13.99,100,583,R
-217.78,-0.27,150,583,R
86.73,7.67,200,583,R
219.12,112.05,250,583,R
219.12,32.43,300,583,R
114.22,8.02,350,583,R
49.03,-26.73,400,583,R
-30.67,-17.17,450,583,R
46.12,-3.85,0,584,R
49.59,2.61,50,584,R
45.57,1.12,100,584,R
26.25,-3.44,150,584,R
18.99,-0.29,200,584,R
-1.49,-1.35,250,584,R
-40.07,-7.62,300,584,R
-77.07,-13.46,350,584,R
-147.64,-1.79,400,584,R
-41.26,35.01,450,584,R
6.89,-4.52,0,585,R
23.61,-0.01,50,585,R
49.40,0.06,100,585,R
143.73,42.21,150,585,R
146.63,16.75,200,585,R
158.83,48.52,250,585,R
126.18,19.86,300,585,R
106.72,7.40,350,585,R
59.80,-2.73,400,585,R
36.89,2.39,450,585,R
133.68,17.61,0,586,R
154.40,60.63,50,586,R
139.20,56.13,100,586,R
94.22,28.03,150,586,R
68.75,-5.71,200,586,R
32.15,-4.29,250,586,R
20.18,-6.80,300,586,R
-11.55,-8.97,350,586,R
-54.15,-12.26,400,586,R
-105.51,-66.06,450,586,R
23.49,-1.97,0,587,R
26.55,-3.81,50,587,R
20.73,-2.30,100,587,R
-35.67,-1.13,150,587,R
-217.78,-13.86,200,587,R
-217.78,13.09,250,587,R
-154.89,0.97,300,587,R
74.53,5.24,350,587,R
219.12,127.87,400,587,R
176.61,31.94,450,587,R
0.42,-2.64,0,588,R
1.80,-0.29,50,588,R
3.65,-0.01,100,588,R
8.51,4.14,150,588,R
13.63,1.72,200,588,R
99.69,16.99,250,588,R
219.12,82.19,300,588,R
219.12,82.49,350,588,R
174.07,32.07,400,588,R
64.97,-3.87,450,588,R
34.11,120.51,0,589,D
25.31,99.78,50,589,D
11.85,66.25,100,589,D
-8.29,64.05,150,589,D
4.27,55.68,200,589,D
-12.71,4.17,250,589,D
27.87,31.23,300,589,D
-5.90,0.87,350,589,D
-9.77,-0.29,400,589,D
-3.39,-33.93,450,589,D
35.07,149.49,0,590,D
8.83,85.16,50,590,D
18.72,39.05,100,590,D
-3.73,20.84,150,590,D
-5.09,14.12,200,590,D
-0.95,14.06,250,590,D
-12.62,13.57,300,590,D
-4.30,-1.87,350,590,D
-5.43,2.47,400,590,D
18.19,-38.79,450,590,D
53.67,97.23,0,591,D
26.78,92.81,50,591,D
14.85,103.73,100,591,D
1.96,60.63,150,591,D
1.97,47.12,200,591,D
-14.11,26.51,250,591,D
3.51,26.63,300,591,D
-6.39,7.65,350,591,D
-2.98,0.81,400,591,D
-3.91,-44.81,450,591,D
-5.39,62.82,0,592,D
30.29,47.33,50,592,D
5.78,58.29,100,592,D
36.81,55.55,150,592,D
22.27,67.25,200,592,D
-1.26,67.48,250,592,D
19.31,57.93,300,592,D
-2.35,42.53,350,592,D
2.11,25.16,400,592,D
5.15,7.79,450,592,D
0.67,2.91,0,593,D
-4.86,46.17,50,593,D
1.53,33.81,100,593,D
-5.97,15.93,150,593,D
-3.79,3.12,200,593,D
6.46,9.87,250,593,D
-1.31,4.65,300,593,D
-2.93,-2.77,350,593,D
-28.17,-54.96,400,593,D
-37.03,-122.62,450,593,D
0.79,3.17,0,594,D
1.00,0.47,50,594,D
0.37,0.38,100,594,D
0.80,1.76,150,594,D
-0.25,0.71,200,594,D
3.57,6.60,250,594,D
13.27,65.34,300,594,D
25.09,105.70,350,594,D
-0.06,142.25,400,594,D
53.25,116.67,450,594,D
2.57,9.54,0,595,D
-6.21,24.87,50,595,D
-8.56,74.17,100,595,D
-12.86,91.61,150,595,D
4.11,86.81,200,595,D
11.39,114.45,250,595,D
64.34,120.12,300,595,D
24.01,79.81,350,595,D
2.49,33.76,400,595,D
-5.91,3.33,450,595,D
-0.50,15.20,0,596,D
-5.57,33.73,50,596,D
4.13,32.69,100,596,D
9.60,38.17,150,596,D
25.96,74.52,200,596,D
34.95,85.50,250,596,D
-2.31,141.13,300,596,D
39.23,109.99,350,596,D
-17.01,87.74,400,596,D
-29.99,32.36,450,596,D
0.56,1.61,0,597,D
1.09,2.27,50,597,D
0.13,1.29,100,597,D
-0.67,0.23,150,597,D
-0.33,7.64,200,597,D
11.52,44.11,250,597,D
9.49,103.92,300,597,D
8.71,137.05,350,597,D
34.57,157.07,400,597,D
4.41,80.30,450,597,D
28.15,106.39,0,598,D
7.00,91.20,50,598,D
12.75,47.21,100,598,D
7.87,53.97,150,598,D
16.30,32.98,200,598,D
9.25,25.05,250,598,D
-2.77,13.85,300,598,D
-2.87,9.65,350,598,D
-4.84,-12.01,400,598,D
-16.25,-29.09,450,598,D
-48.38,2.63,0,599,L
-80.45,11.84,50,599,L
-48.01,5.68,100,599,L
-72.93,-2.49,150,599,L
-57.93,6.05,200,599,L
-78.05,-0.11,250,599,L
-81.41,8.14,300,599,L
-57.39,14.56,350,599,L
-21.94,6.70,400,599,L
-37.42,4.36,450,599,L
-40.60,0.53,0,600,L
-65.02,-3.39,50,600,L
-61.50,5.62,100,600,L
-57.04,1.07,150,600,L
-61.15,3.31,200,600,L
-38.39,15.11,250,600,L
-35.54,-0.29,300,600,L
-47.73,10.33,350,600,L
-58.77,7.29,400,600,L
-9.79,11.39,450,600,L
-85.88,-11.22,0,601,L
-133.05,-9.09,50,601,L
-112.93,9.17,100,601,L
-96.49,31.15,150,601,L
-92.93,43.04,200,601,L
-74.44,25.86,250,601,L
-31.85,13.65,300,601,L
-25.36,10.30,350,601,L
-14.37,6.21,400,601,L
20.43,7.16,450,601,L
-15.36,7.33,0,602,L
-7.89,7.87,50,602,L
-5.60,2.96,100,602,L
-1.78,4.07,150,602,L
-7.19,2.15,200,602,L
-7.23,3.19,250,602,L
-13.65,2.77,300,602,L
-6.43,4.26,350,602,L
6.33,0.44,400,602,L
49.19,3.47,450,602,L
-5.79,-4.49,0,603,L
-30.77,12.75,50,603,L
-31.09,4.17,100,603,L
-21.30,-7.36,150,603,L
-4.80,0.34,200,603,L
-42.41,-17.81,250,603,L
-173.25,-21.49,300,603,L
-205.30,0.66,350,603,L
-169.33,12.42,400,603,L
-95.92,76.09,450,603,L
-13.93,6.92,0,604,L
-10.63,15.10,50,604,L
-18.38,12.51,100,604,L
-6.27,-3.54,150,604,L
-18.11,0.71,200,604,L
-49.53,-8.78,250,604,L
-164.34,-24.13,300,604,L
-175.44,-15.99,350,604,L
-145.83,-12.30,400,604,L
-125.59,8.43,450,604,L
-171.39,2.01,0,605,L
-170.13,59.80,50,605,L
-147.25,41.69,100,605,L
-91.79,42.77,150,605,L
-80.80,43.97,200,605,L
-60.78,25.90,250,605,L
-23.67,3.79,300,605,L
2.63,0.64,350,605,L
18.97,-1.99,400,605,L
143.14,-39.93,450,605,L
-160.27,28.86,0,606,L
-94.81,24.23,50,606,L
-107.40,7.64,100,606,L
-96.09,0.19,150,606,L
-73.43,-0.31,200,606,L
-88.51,6.65,250,606,L
-93.41,17.43,300,606,L
-57.85,9.41,350,606,L
-59.47,19.75,400,606,L
-0.96,4.55,450,606,L
-142.75,-0.25,0,607,L
-155.37,-28.65,50,607,L
-207.15,-13.21,100,607,L
-85.75,-15.85,150,607,L
-101.77,17.66,200,607,L
-34.37,13.48,250,607,L
-2.13,12.96,300,607,L
30.29,-9.90,350,607,L
200.68,7.35,400,607,L
219.12,12.61,450,607,L
-0.63,1.69,0,608,L
-2.04,1.39,50,608,L
7.23,4.19,100,608,L
26.19,18.95,150,608,L
-17.69,-1.35,200,608,L
-91.33,-9.29,250,608,L
-191.97,-31.22,300,608,L
-217.78,-19.47,350,608,L
-176.81,-2.56,400,608,L
-64.43,23.57,450,608,L
0.80,0.12,0,609,F
-0.81,-0.28,50,609,F
2.95,4.62,100,609,F
-0.61,3.16,150,609,F
3.90,3.71,200,609,F
1.86,-1.59,250,609,F
0.96,-2.69,300,609,F
2.39,4.47,350,609,F
-1.29,5.85,400,609,F
-0.23,2.05,450,609,F
-0.45,-1.91,0,610,F
0.58,3.23,50,610,F
-2.23,5.07,100,610,F
1.77,0.00,150,610,F
-2.91,-7.13,200,610,F
-6.96,-6.99,250,610,F
-15.60,-1.23,300,610,F
-6.94,4.61,350,610,F
0.47,7.30,400,610,F
3.03,3.87,450,610,F
-0.68,0.15,0,611,F
-0.07,1.01,50,611,F
-0.38,2.07,100,611,F
-0.67,1.55,150,611,F
0.13,1.73,200,611,F
-2.63,-0.66,250,611,F
0.86,1.98,300,611,F
0.26,0.45,350,611,F
0.72,0.50,400,611,F
-0.28,0.55,450,611,F
-0.37,1.82,0,612,F
0.46,0.98,50,612,F
0.91,0.82,100,612,F
-0.48,2.00,150,612,F
-0.13,1.75,200,612,F
-1.64,-0.01,250,612,F
0.57,0.91,300,612,F
0.47,1.49,350,612,F
-0.79,1.12,400,612,F
-0.67,1.79,450,612,F
-1.13,0.39,0,613,F
2.19,2.39,50,613,F
0.09,1.88,100,613,F
0.92,1.50,150,613,F
0.59,1.09,200,613,F
0.64,1.93,250,613,F
0.53,0.96,300,613,F
-0.70,0.53,350,613,F
1.13,1.65,400,613,F
1.32,2.17,450,613,F
1.06,1.50,0,614,F
0.69,0.83,50,614,F
-0.20,0.95,100,614,F
0.71,2.54,150,614,F
-0.98,1.02,200,614,F
0.64,1.82,250,614,F
0.30,1.57,300,614,F
0.20,0.45,350,614,F
0.02,0.97,400,614,F
0.11,1.53,450,614,F
-0.43,0.37,0,615,F
-1.24,0.10,50,615,F
1.82,2.63,100,615,F
-0.91,1.25,150,615,F
-0.13,0.81,200,615,F
0.61,0.80,250,615,F
-0.18,-1.17,300,615,F
-0.59,0.15,350,615,F
2.31,2.66,400,615,F
-0.85,2.16,450,615,F
0.05,1.69,0,616,F
1.21,1.90,50,616,F
-0.97,0.47,100,616,F
1.93,0.93,150,616,F
-3.97,-1.52,200,616,F
2.09,4.04,250,616,F
0.09,2.39,300,616,F
1.13,2.08,350,616,F
-0.23,-0.28,400,616,F
-0.80,-2.13,450,616,F
2.63,2.00,0,617,F
0.43,0.03,50,617,F
-0.27,0.46,100,617,F
1.47,1.97,150,617,F
-0.06,0.51,200,617,F
-0.10,1.25,250,617,F
1.27,1.47,300,617,F
-1.12,0.09,350,617,F
2.43,2.65,400,617,F
-1.19,0.23,450,617,F
-0.26,2.43,0,618,F
0.65,1.93,50,618,F
1.11,1.19,100,618,F
1.41,1.75,150,618,F
2.13,1.93,200,618,F
0.13,0.78,250,618,F
1.03,1.55,300,618,F
0.57,1.46,350,618,F
-1.61,-0.02,400,618,F
0.94,1.57,450,618,F
4.23,3.55,0,619,F
-2.47,-1.14,50,619,F
0.86,2.15,100,619,F
-0.01,-0.04,150,619,F
-3.45,-2.65,200,619,F
2.91,2.93,250,619,F
1.83,2.88,300,619,F
-1.97,-0.46,350,619,F
-2.09,-0.55,400,619,F
-3.80,-2.19,450,619,F
36.09,-98.56,0,621,U
53.19,-77.39,50,621,U
45.01,-58.04,100,621,U
33.55,-40.49,150,621,U
23.01,-27.83,200,621,U
2.30,-18.42,250,621,U
2.48,1.57,300,621,U
-0.07,-10.64,350,621,U
6.57,14.67,400,621,U
1.64,1.31,450,621,U
-18.30,-74.52,0,622,U
-12.75,-69.55,50,622,U
-12.28,-83.57,100,622,U
3.91,-97.95,150,622,U
-5.09,-94.80,200,622,U
20.17,-114.24,250,622,U
14.31,-93.55,300,622,U
20.65,-107.31,350,622,U
12.30,-80.91,400,622,U
7.24,-46.98,450,622,U
-19.81,-100.85,0,623,U
-22.11,-80.29,50,623,U
10.21,-84.23,100,623,U
9.85,-95.55,150,623,U
24.05,-90.93,200,623,U
13.76,-101.61,250,623,U
28.78,-91.35,300,623,U
32.79,-89.52,350,623,U
9.99,-65.59,400,623,U
2.49,-51.61,450,623,U
-18.48,-86.90,0,624,U
-4.11,-90.35,50,624,U
-6.56,-74.09,100,624,U
-10.61,-73.72,150,624,U
2.95,-90.99,200,624,U
15.37,-59.65,250,624,U
22.54,-59.27,300,624,U
22.01,-36.17,350,624,U
15.17,-13.50,400,624,U
6.47,-12.18,450,624,U
-5.54,-99.31,0,625,U
-32.84,-94.69,50,625,U
-34.02,-117.31,100,625,U
-3.40,-73.88,150,625,U
6.05,-70.96,200,625,U
2.93,-102.50,250,625,U
29.63,-90.16,300,625,U
26.12,-64.05,350,625,U
17.39,-45.53,400,625,U
14.79,-15.31,450,625,U
8.27,-57.94,0,626,U
-4.71,-98.42,50,626,U
-15.27,-86.75,100,626,U
-21.85,-133.09,150,626,U
1.86,-114.30,200,626,U
14.98,-105.55,250,626,U
8.26,-93.23,300,626,U
16.87,-71.85,350,626,U
30.96,-45.55,400,626,U
-2.89,-39.91,450,626,U
-6.33,-68.69,0,627,U
5.50,-115.79,50,627,U
2.14,-111.91,100,627,U
18.45,-95.99,150,627,U
4.50,-134.42,200,627,U
0.81,-61.17,250,627,U
12.99,-33.43,300,627,U
-5.20,-0.59,350,627,U
37.66,44.00,400,627,U
-15.22,8.54,450,627,U
30.83,-137.85,0,628,U
-1.65,-137.40,50,628,U
25.79,-127.12,100,628,U
20.65,-79.69,150,628,U
-6.87,-81.08,200,628,U
8.49,-64.32,250,628,U
3.92,-45.27,300,628,U
42.58,-34.86,350,628,U
17.96,-21.31,400,628,U
-8.97,0.09,450,628,U
15.53,-84.03,0,629,U
-2.67,-75.18,50,629,U
8.53,-77.55,100,629,U
41.52,-92.04,150,629,U
39.00,-79.82,200,629,U
30.95,-82.55,250,629,U
27.87,-75.87,300,629,U
8.19,-54.03,350,629,U
31.59,-43.79,400,629,U
11.89,-25.47,450,629,U
-1.59,1.94,0,630,U
-2.25,0.50,50,630,U
3.45,6.32,100,630,U
-3.83,-0.97,150,630,U
-0.39,3.67,200,630,U
-2.63,-3.36,250,630,U
-4.31,-6.19,300,630,U
25.15,-51.12,350,630,U
108.19,-191.69,400,630,U
115.94,-218.30,450,630,U
183.25,1.73,0,631,R
219.12,-12.35,50,631,R
203.84,-26.33,100,631,R
173.15,6.49,150,631,R
104.31,32.97,200,631,R
67.64,28.96,250,631,R
63.43,12.15,300,631,R
37.84,4.26,350,631,R
33.23,0.01,400,631,R
11.21,-0.99,450,631,R
212.12,-15.83,0,632,R
216.35,-28.74,50,632,R
137.45,3.24,100,632,R
58.37,26.76,150,632,R
46.81,19.90,200,632,R
35.28,-2.71,250,632,R
48.64,-0.61,300,632,R
17.17,-7.46,350,632,R
6.62,-2.24,400,632,R
-3.29,-5.00,450,632,R
179.75,10.89,0,633,R
164.68,18.87,50,633,R
173.43,-17.82,100,633,R
134.83,-35.19,150,633,R
101.61,-31.52,200,633,R
36.31,-11.65,250,633,R
17.63,-0.09,300,633,R
21.19,-4.41,350,633,R
19.07,-15.05,400,633,R
0.47,0.89,450,633,R
157.37,-19.81,0,634,R
146.62,-34.59,50,634,R
141.13,-9.74,100,634,R
104.03,-2.21,150,634,R
97.17,10.10,200,634,R
73.73,13.03,250,634,R
69.07,10.37,300,634,R
71.95,-6.74,350,634,R
27.27,-9.94,400,634,R
8.81,1.03,450,634,R
131.31,-6.07,0,635,R
156.45,-32.73,50,635,R
139.34,-28.29,100,635,R
114.97,-8.48,150,635,R
90.57,-9.33,200,635,R
87.25,12.81,250,635,R
106.51,10.76,300,635,R
99.41,11.27,350,635,R
58.67,24.09,400,635,R
43.75,15.75,450,635,R
140.31,-33.47,0,636,R
147.68,-20.93,50,636,R
126.11,-1.99,100,636,R
94.99,11.91,150,636,R
59.19,21.19,200,636,R
50.24,21.85,250,636,R
32.37,10.87,300,636,R
2.59,-5.08,350,636,R
-22.13,-0.31,400,636,R
-63.03,-1.80,450,636,R
164.36,-17.69,0,637,R
157.81,25.73,50,637,R
127.13,48.14,100,637,R
177.51,26.91,150,637,R
208.26,27.72,200,637,R
179.71,25.68,250,637,R
103.54,25.77,300,637,R
38.46,6.25,350,637,R
25.24,1.75,400,637,R
5.94,2.52,450,637,R
200.09,23.12,0,638,R
90.37,28.20,50,638,R
29.35,-4.03,100,638,R
94.42,0.57,150,638,R
50.66,-4.45,200,638,R
53.11,-21.01,250,638,R
43.69,-3.19,300,638,R
10.69,-3.91,350,638,R
-5.59,-6.46,400,638,R
-5.01,-7.27,450,638,R
89.24,-50.72,0,639,R
45.89,-44.45,50,639,R
106.33,9.54,100,639,R
119.78,22.75,150,639,R
