Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Time,Gesture,Type
-4.09,3.04,8.87,-78.62,9.98,-31.87,300,41,D
-4.37,2.59,9.05,-75.89,15.71,-29.30,350,41,D
-4.46,1.67,9.26,-70.56,19.23,-28.39,400,41,D
-4.30,1.05,8.91,-60.97,-9.47,-21.05,450,41,D
-3.92,5.23,5.47,-61.40,35.87,-44.32,0,42,D
-3.68,4.15,5.29,-76.95,27.98,-48.10,50,42,D
-4.69,3.61,5.83,-96.60,17.19,-47.10,100,42,D
-4.97,2.83,7.78,-103.52,1.98,-48.25,150,42,D
-3.35,2.20,6.92,-103.18,24.89,-57.98,200,42,D
-6.39,1.03,8.43,-93.45,35.84,-47.66,250,42,D
-6.72,0.75,9.39,-80.76,-10.19,-39.09,300,42,D
-6.46,-0.68,12.40,-64.27,-53.12,-13.68,350,42,D
-7.19,-1.53,13.06,-41.19,-22.42,-6.57,400,42,D
-4.75,-1.17,11.18,-27.47,18.46,20.78,450,42,D
-4.86,4.59,8.12,-106.23,15.49,-54.78,0,43,D
-5.08,3.40,8.67,-84.75,-1.30,-47.64,50,43,D
-5.71,3.09,9.47,-79.64,8.48,-37.61,100,43,D
-4.94,2.36,9.19,-69.87,10.19,-32.01,150,43,D
-6.06,1.85,9.80,-64.94,-20.56,-15.64,200,43,D
-4.42,0.90,8.96,-69.99,-8.87,-6.32,250,43,D
-5.03,0.31,9.00,-63.84,-20.82,-3.65,300,43,D
-4.41,-0.10,8.29,-66.41,-9.06,-1.44,350,43,D
-4.18,-0.32,10.14,-54.48,-58.03,10.51,400,43,D
-3.80,-1.18,10.31,-45.18,-13.33,3.60,450,43,D
-1.50,6.34,4.38,-30.91,24.33,-19.23,0,44,D
-3.20,6.28,5.70,-57.44,34.99,-18.99,50,44,D
-2.13,5.62,4.77,-68.92,37.03,-24.54,100,44,D
-4.20,4.62,6.14,-79.33,38.65,-32.07,150,44,D
-4.69,4.52,7.54,-85.24,17.47,-25.83,200,44,D
-4.31,4.06,7.87,-85.68,26.76,-24.38,250,44,D
-3.92,2.96,7.90,-88.81,10.97,-22.73,300,44,D
-5.31,2.28,8.72,-79.40,-5.07,-19.61,350,44,D
-4.41,2.01,9.63,-87.52,9.59,-26.25,400,44,D
-5.17,0.67,8.66,-68.33,-39.91,-11.29,450,44,D
