Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Time,Gesture,Type
1203.9606305427633,1948.0013192256044,17023.955629194865,-48.785489399875225,-847.0881000126793,1195.909112572386,0,1,U
1779.9939962832939,2616.0074094202323,17112.09423507919,38.07640079858466,-2605.9122517622827,1544.992946038128,50,1,U
1376.070735634781,2003.9600833411532,16499.933828934074,-570.0439643736121,-341.1187668777681,-743.0118782777317,100,1,U
1216.0220477153061,1672.052971912238,16492.03362966757,222.8864794735582,-111.0754726405489,412.20190997056153,150,1,U
1707.9273243958494,1820.0444471133076,16583.85277842014,462.7248336829451,1659.8357295593746,230.051238125252,200,1,U
748.0878138920154,1372.079003507001,17143.952141802914,1525.099873031182,1712.875270712806,-1083.9759859819492,250,1,U
1100.0351213754088,2111.949955209703,16675.95972254104,1494.910778879604,-107.1290145417116,-207.108044885995,300,1,U
1236.0734562262005,2148.0648233376282,16219.926156653308,-623.8595380066031,-2033.1129586173167,712.0351692501772,350,1,U
1535.9120575223842,1703.9829280638185,16480.140742522733,132.99350839805598,-2419.980748343361,259.1693868506502,400,1,U
1728.0250441909568,2092.0260778685793,16903.97546480379,1711.1448203913342,-1246.0858478799387,1937.8585939279005,450,1,U
9880.171493854343,1952.0717205803378,2735.8950808633945,9439.848086104163,-27724.048713113283,9187.83055999242,0,2,U
13176.057717358111,2572.0501175595464,-632.0211811905847,9309.180908509377,-15689.009363497351,5063.982801929451,50,2,U
13620.006127986084,2384.129960602206,-2132.0662951375866,4819.9185525626135,-9775.1172971405,2327.8824563963217,100,2,U
13508.001041344682,2876.111506792373,-1804.060031979034,2031.9919470611271,-3378.987832350056,-3466.0275867774553,150,2,U
13340.106302856471,3615.8863643579057,-2119.9789861569534,-573.8565071230329,-3336.1125692377973,-1032.0218234957244,200,2,U
12964.05639026802,3723.9535697963847,-3924.0016695352906,-2464.896507452015,-1383.8718051127876,1111.0258534106738,250,2,U
12672.072885336282,3048.1076651882445,-4120.098056463872,-964.9109349080604,5397.036442788018,-2053.156796380758,300,2,U
13411.882785087433,3447.890889192926,-2444.1649942870326,-1668.1480706308437,8071.949907232909,-2035.8966021983263,350,2,U
14480.021839446203,4443.917018341324,-399.8847574396898,-1289.04821394694,7525.01032824945,-284.86302676503857,400,2,U
14056.121765187761,3848.0245672425117,1004.1162377194493,-4165.889929125167,10560.978571009304,-2.9736711566769447,450,2,U
-351.9166851841085,436.0599062604707,23287.85515898025,-1592.8873288740897,-3613.890261569732,-4817.048700985157,0,3,U
332.14375094522813,1619.8914007038672,25200.046510322165,8103.940772249306,-6542.970452686737,-4327.175883084885,50,3,U
-2404.010137710858,2963.937563290895,20332.07315528344,12277.252450522436,-17307.08425490383,-652.2291103066566,100,3,U
