-11608,-6528,9516,-14430,-2665,12639,300,484,L
-13176,-7644,7868,-11647,-2853,9545,350,484,L
-12524,-9048,6836,-8989,-3564,7094,400,484,L
-11936,-9636,6668,-5184,-1059,4786,450,484,L
-6496,-3348,15628,-1039,-8369,9966,0,485,L
-5472,-2720,15360,-2380,-8806,12675,50,485,L
-5572,-2804,14388,-5993,-6665,14611,100,485,L
-7072,-2820,14224,-7886,-5100,15456,150,485,L
-8376,-2816,13956,-7548,-3101,13867,200,485,L
-8856,-3400,13556,-8047,-1252,11877,250,485,L
-10400,-4272,12436,-8871,-23,9687,300,485,L
-10432,-5020,11580,-7585,-1593,8406,350,485,L
-10336,-5716,11620,-5747,-1218,6527,400,485,L
-10552,-6032,11284,-4256,-4189,5881,450,485,L
-7948,-3868,13740,-3453,-720,3933,0,486,L
-8372,-4084,13484,-4559,17,4124,50,486,L
-8700,-4168,13224,-5367,-656,5296,100,486,L
-8604,-4148,13184,-6058,-3063,7142,150,486,L
-8548,-4428,12984,-6575,-3803,8606,200,486,L
-9360,-4712,12224,-6094,-3641,8645,250,486,L
-9096,-4708,12504,-5684,-3142,7378,300,486,L
-9960,-4960,12232,-5322,-2288,6180,350,486,L
-9604,-5024,12268,-4882,-2437,5007,400,486,L
-9708,-5096,12220,-4307,-2023,3793,450,486,L
-5264,-2736,15480,-7525,-1439,5969,0,487,L
-4640,-3108,15432,-6527,-2960,7341,50,487,L
-4668,-3720,14684,-5588,-3571,7411,100,487,L
-4612,-3700,14852,-3972,-3913,8260,150,487,L
-4716,-3880,14732,-3391,-6462,9105,200,487,L
-4132,-3496,15100,-3358,-3382,8625,250,487,L
-5088,-4324,15136,-3784,-3036,7868,300,487,L
-4800,-4148,14960,-3726,-1576,7025,350,487,L
-4880,-4484,15144,-4133,-814,5772,400,487,L
-5400,-4864,14380,-4037,473,5049,450,487,L
-4724,-3564,15940,-1426,634,1620,0,488,L
-4876,-3720,15740,-2088,725,2146,50,488,L
-4892,-3720,15384,-3093,508,2570,100,488,L
-4564,-3724,14776,-2993,1076,2942,150,488,L
-5232,-3992,15096,-3747,1420,4222,200,488,L
-6044,-4296,14640,-4863,1106,4187,250,488,L
-6420,-4664,13932,-4852,391,3688,300,488,L
-6700,-5068,13812,-5362,-756,4657,350,488,L
-5796,-5236,13680,-5451,207,4370,400,488,L
-6832,-5448,13168,-5762,1994,5295,450,488,L
-5516,-6116,14632,-9602,-8497,12365,0,489,L
-9328,-6568,12032,-14638,-8367,13556,50,489,L
-11200,-7972,9552,-13751,-8224,11051,100,489,L
-12032,-8860,8516,-11278,-5935,6919,150,489,L
-10640,-9232,8524,-9098,-4015,3127,200,489,L
-9408,-9716,8912,-7315,-3287,720,250,489,L
-9688,-10220,8424,-9018,-2676,250,300,489,L
-9112,-10684,7252,-8464,-2775,724,350,489,L
-7708,-11872,6900,-9260,-2919,62,400,489,L
-8984,-11844,5920,-8764,-888,832,450,489,L
-6768,-7944,12376,-5883,-4604,7256,0,493,L
-7532,-7972,12164,-5899,-2904,6496,50,493,L
-7568,-8564,11816,-7274,-1976,5211,100,493,L
-7996,-8892,11184,-7547,-351,4322,150,493,L
-7640,-9352,10456,-9183,404,3724,200,493,L
-8708,-9800,9548,-8206,2561,2711,250,493,L
-9168,-10340,8888,-9137,1318,2067,300,493,L
-8984,-10924,7872,-7968,2544,1240,350,493,L
-9572,-11420,6956,-6970,2475,331,400,493,L
-9060,-11676,5740,-5572,2542,-117,450,493,L
-6464,-9392,11428,-4755,-685,5989,0,494,L
-6812,-9460,10468,-5837,670,7294,50,494,L
-8488,-9948,10576,-6314,-1464,6705,100,494,L
-8504,-9616,9108,-4575,-223,6154,150,494,L
-10172,-9448,9204,-6709,-711,4012,200,494,L
-10096,-9752,8760,-5878,-1149,3451,250,494,L
-10424,-9672,9152,-7674,-1950,2563,300,494,L
-10052,-10400,7580,-8019,-342,2263,350,494,L
-9904,-10448,6696,-9068,589,781,400,494,L
-9564,-18560,-6240,-8620,29837,-6807,450,494,L
-7568,-10680,8936,882,-434,221,0,495,L
-7632,-10536,9112,210,-447,860,50,495,L
-7256,-10196,10232,-1871,-2250,4227,100,495,L
-7212,-10232,9616,-4234,-1402,6139,150,495,L
-8888,-10000,8852,-4167,-2227,7448,200,495,L
-8984,-9824,8864,-5507,-765,5521,250,495,L
-10840,-9896,8076,-5464,364,5225,300,495,L
-10892,-9764,7672,-7190,151,3499,350,495,L
-11320,-9772,6704,-7854,725,2430,400,495,L
-11028,-10396,6004,-8594,572,971,450,495,L
-7680,-6100,14444,-1920,55,-2614,0,496,U
-7048,-6748,15224,-3781,-2879,-3024,50,496,U
-5696,-7080,15100,-5539,-2882,-2671,100,496,U
-5460,-7508,14808,-7642,-1564,-4041,150,496,U
-5000,-8316,13384,-11199,-2134,-4152,200,496,U
-4660,-8716,12404,-15458,60,-6676,250,496,U
-3972,-11044,11180,-16865,-684,-5440,300,496,U
-3288,-12320,8672,-13642,-55,-4707,350,496,U
-2804,-13108,7216,-13780,-241,-4175,400,496,U
-2248,-14352,5244,-13118,305,-3856,450,496,U
-6044,-4352,16220,-8236,-841,-3362,0,497,U
-5740,-5556,14936,-9327,-733,-4338,50,497,U
-5452,-6620,13824,-8783,-243,-4919,100,497,U
-5008,-8104,13860,-11033,-1849,-5291,150,497,U
-4048,-8852,13264,-10909,-1005,-5341,200,497,U
-3332,-10128,12104,-10868,-598,-4834,250,497,U
-2420,-10660,10976,-11221,-984,-4457,300,497,U
-2176,-11696,9588,-10144,-1558,-2981,350,497,U
-1996,-11928,8388,-9137,-1550,-1719,400,497,U
-1568,-12156,6536,-9518,-932,-981,450,497,U
-4956,-5240,15848,-2547,615,-890,0,498,U
-4476,-5844,16024,-6905,99,-980,50,498,U
-5128,-6508,15348,-9452,-601,-1862,100,498,U
-4620,-7488,13520,-11925,-149,-2620,150,498,U
-4396,-9148,12308,-12957,-60,-2657,200,498,U
-3812,-10328,10956,-13324,-289,-2667,250,498,U
-3996,-11648,10108,-15014,634,-3028,300,498,U
-3880,-12796,8604,-14443,15,-3029,350,498,U
-3240,-13468,5836,-13568,1815,-3371,400,498,U
-2944,-14288,4432,-12703,1149,-3551,450,498,U
-5196,-7940,13164,-163,-99,-123,0,499,U
-5228,-8020,12992,-169,-145,-146,50,499,U
-5224,-7944,13028,-15,-189,-77,100,499,U
-5144,-7896,13372,-45,-172,-63,150,499,U
-5108,-8004,13300,-153,-176,-25,200,499,U
-5244,-7928,13072,-62,-154,-24,250,499,U
-5264,-7928,13372,-70,-215,-44,300,499,U
-5204,-7876,13336,-135,-197,-101,350,499,U
-5180,-7900,13004,-120,-184,-94,400,499,U
-5272,-7916,13236,-21,-237,-63,450,499,U
-5720,-4028,16660,7282,-523,2944,0,500,U
-6740,-3336,18480,2043,-721,2093,50,500,U
-7368,-4072,18792,-3824,-1666,978,100,500,U
-5940,-4792,17428,-9028,-1240,-620,150,500,U
-6004,-5652,17144,-15001,-1756,-2584,200,500,U
-4468,-7104,16028,-19225,-2003,-2876,250,500,U
-3616,-8404,13088,-18127,-217,-3121,300,500,U
-3312,-10248,10008,-16960,-422,-2286,350,500,U
-3432,-11504,8088,-14649,99,-2294,400,500,U
-3288,-13644,6568,-13025,-1167,-1577,450,500,U
